id,query,company,gold,n_gold,evidence_hit,answer_ceiling,label,elapsed_sec
101,"LG유플러스의 [기재정정]사업보고서 (2023.12)에서 기타,기타비유동자산 알려줘",LG유플러스,"167,491",2,1,1,상한도달,3.719
102,LG유플러스 기타비유동자산이(가) 어떻게 돼?,LG유플러스,"791,542",2,0,1,상한도달,3.586
103,LG유플러스 [기재정정]사업보고서 (2023.12) 기초 얼마야?,LG유플러스,"1,631,321",2,1,0,근거만도달,3.594
104,LG유플러스의 [기재정정]사업보고서 (2023.12)에서 인식 알려줘,LG유플러스,"1,756,125",2,1,0,근거만도달,3.601
105,LG유플러스 기말이(가) 어떻게 돼?,LG유플러스,"1,681,918",2,1,0,근거만도달,3.552
106,LG유플러스 [기재정정]사업보고서 (2023.12) 단기예수금 얼마야?,LG유플러스,"391,718",2,1,0,근거만도달,3.548
107,LG유플러스의 [기재정정]사업보고서 (2023.12)에서 기타비유동미지급금 알려줘,LG유플러스,"572,022",2,1,1,상한도달,3.551
108,LG유플러스 기타유동금융부채합계이(가) 어떻게 돼?,LG유플러스,"396,467",2,1,1,상한도달,3.539
109,LG유플러스 [기재정정]사업보고서 (2023.12) 기타비유동금융부채합계 얼마야?,LG유플러스,"576,275",2,1,1,상한도달,3.926
110,LG유플러스의 [기재정정]사업보고서 (2023.12)에서 확정급여채무의현재가치 알려줘,LG유플러스,"871,360",2,1,1,상한도달,3.926
111,LG씨엔에스 제도자산에불입될것으로예상되는금액이(가) 어떻게 돼?,LG씨엔에스,"2,905,033",2,1,0,근거만도달,3.629
112,삼성중공업 반기보고서 (2023.06) SC은행외6 얼마야?,삼성중공업,"1,000,622",2,1,1,상한도달,3.566
113,디앤디파마텍의 사업보고서 (2024.12)에서 발행일자 알려줘,디앤디파마텍,2020년 1월 30일,2,1,0,근거만도달,3.567
114,디앤디파마텍 합계이(가) 어떻게 돼?,디앤디파마텍,"46,697,946",2,1,0,근거만도달,3.548
115,SK하이닉스 분기보고서 (2024.03) 부채 얼마야?,SK하이닉스,"47,690,113",2,1,1,상한도달,3.725
116,SK하이닉스의 분기보고서 (2024.03)에서 자본 알려줘,SK하이닉스,"55,507,402",2,1,1,상한도달,3.694
117,SK하이닉스 현금및현금성자산등이(가) 어떻게 돼?,SK하이닉스,"10,318,902",2,1,1,상한도달,3.733
118,SK하이닉스 분기보고서 (2024.03) 차입금 얼마야?,SK하이닉스,"29,505,907",2,1,0,근거만도달,3.716
119,SK하이닉스의 분기보고서 (2024.03)에서 미수금 알려줘,SK하이닉스,"288,624",2,1,0,근거만도달,3.628
120,SK하이닉스 장기대여금이(가) 어떻게 돼?,SK하이닉스,"241,030",2,0,0,검색실패,3.702
121,SK하이닉스 분기보고서 (2024.03) 보증금 얼마야?,SK하이닉스,"196,867",2,1,1,상한도달,3.708
122,SK하이닉스의 분기보고서 (2024.03)에서 선급비용 알려줘,SK하이닉스,"261,366",2,1,1,상한도달,3.691
123,SK하이닉스 부가세대급금이(가) 어떻게 돼?,SK하이닉스,"632,291",2,1,1,상한도달,3.639
124,SK하이닉스 분기보고서 (2024.03) 계약자산 얼마야?,SK하이닉스,"115,460",2,1,0,근거만도달,3.587
125,SK하이닉스의 분기보고서 (2024.03)에서 장기선급금 알려줘,SK하이닉스,"131,525",2,1,1,상한도달,3.609
126,SK하이닉스 기초장부금액이(가) 어떻게 돼?,SK하이닉스,"52,704,853",2,0,0,검색실패,3.553
127,SK하이닉스 분기보고서 (2024.03) 취득 얼마야?,SK하이닉스,"2,943,366",2,1,1,상한도달,3.582
128,삼성중공업의 사업보고서 (2023.12)에서 보통예금 알려줘,삼성중공업,"12,762,399",2,1,1,상한도달,3.568
129,삼성중공업 당좌예금이(가) 어떻게 돼?,삼성중공업,"2,038,187",2,1,1,상한도달,3.563
130,삼성중공업 사업보고서 (2023.12) 기타예금 얼마야?,삼성중공업,"568,834,396",2,1,1,상한도달,3.56
131,삼성중공업의 사업보고서 (2023.12)에서 합계 알려줘,삼성중공업,"583,811,700",2,1,0,근거만도달,3.595
132,삼성중공업 원가기준투입법적용계약이(가) 어떻게 돼?,삼성중공업,"1,451,233,904",2,1,0,근거만도달,3.563
133,삼성중공업 사업보고서 (2023.12) 기타 얼마야?,삼성중공업,"894,329",2,1,0,근거만도달,3.556
134,삼성중공업의 사업보고서 (2023.12)에서 재화나용역의이전시기 알려줘,삼성중공업,"1,452,128,233",2,1,1,상한도달,3.595
135,한미반도체 부여일이(가) 어떻게 돼?,한미반도체,2023년 12월 31일,1,1,1,상한도달,3.354
136,셀트리온 분기보고서 (2024.03) 이사회결의일 얼마야?,셀트리온,2023.12.29,1,1,1,상한도달,3.547
137,셀트리온의 분기보고서 (2024.03)에서 양도가액 알려줘,셀트리온,"37,200,000,000원",1,1,1,상한도달,3.559
138,셀트리온 계약체결일이(가) 어떻게 돼?,셀트리온,2024.01.18,1,0,0,검색실패,3.535
139,셀트리온 분기보고서 (2024.03) 장기금융상품 얼마야?,셀트리온,"1,459,626",1,1,1,상한도달,3.547
140,셀트리온의 분기보고서 (2024.03)에서 합계 알려줘,셀트리온,"201,836,994",1,1,0,근거만도달,3.539
141,현대글로비스 당기손익-공정가치측정기타금융자산이(가) 어떻게 돼?,현대글로비스,"973,896,035",1,1,1,상한도달,3.552
142,현대글로비스 [기재정정]사업보고서 (2023.12) 기타유동금융부채 얼마야?,현대글로비스,"509,032,422",1,1,1,상한도달,3.573
143,현대글로비스의 [기재정정]사업보고서 (2023.12)에서 유동파생상품부채 알려줘,현대글로비스,"9,188,467",1,1,1,상한도달,3.598
144,현대글로비스 유동성장기미지급금이(가) 어떻게 돼?,현대글로비스,"132,041,881",1,1,1,상한도달,3.563
145,현대글로비스 [기재정정]사업보고서 (2023.12) 유동리스부채 얼마야?,현대글로비스,"367,802,074",1,1,1,상한도달,3.545
146,현대글로비스의 [기재정정]사업보고서 (2023.12)에서 기타비유동금융부채 알려줘,현대글로비스,"1,236,513,234",1,1,1,상한도달,3.548
147,현대글로비스 비유동파생상품부채이(가) 어떻게 돼?,현대글로비스,"17,870,683",1,1,1,상한도달,3.546
148,현대모비스 반기보고서 (2024.06) 유동계약자산외의유동미수수익 얼마야?,현대모비스,"109,970",1,1,0,근거만도달,3.561
149,현대모비스의 반기보고서 (2024.06)에서 유동선급금 알려줘,현대모비스,"108,871",1,1,0,근거만도달,3.575
150,현대모비스 유동선급비용이(가) 어떻게 돼?,현대모비스,"107,786",1,0,0,검색실패,3.541
151,"현대모비스 반기보고서 (2024.06) 기타변동에따른증가(감소),유형자산 얼마야?",현대모비스,"212,855",1,1,1,상한도달,3.586
152,현대모비스의 반기보고서 (2024.06)에서 기초의무형자산및영업권 알려줘,현대모비스,"1,034,350",1,1,1,상한도달,3.559
153,현대모비스 기말무형자산및영업권이(가) 어떻게 돼?,현대모비스,"1,065,583",1,1,1,상한도달,3.55
154,LG유플러스 [기재정정]사업보고서 (2023.12) 발행주식총수 얼마야?,LG유플러스,"514,793,835",1,1,1,상한도달,3.601
155,LG유플러스의 [기재정정]사업보고서 (2023.12)에서 자본금 알려줘,LG유플러스,"2,573,969,175,000",1,1,1,상한도달,3.536
156,LG유플러스 유동선급비용이(가) 어떻게 돼?,LG유플러스,"108,477",1,0,1,상한도달,3.486
157,LG유플러스 [기재정정]사업보고서 (2023.12) 장기선급비용 얼마야?,LG유플러스,"107,362",1,1,1,상한도달,3.543
158,LG유플러스의 [기재정정]사업보고서 (2023.12)에서 근무원가 알려줘,LG유플러스,"105,681",1,1,1,상한도달,3.553
159,LG유플러스 당기근무원가이(가) 어떻게 돼?,LG유플러스,"105,560",1,1,1,상한도달,3.6
160,시프트업 분기보고서 (2024.09) 합병계약일 얼마야?,시프트업,2024년 10월 2일,1,1,1,상한도달,3.435
161,시프트업의 분기보고서 (2024.09)에서 합병기일 알려줘,시프트업,2024년 12월 5일,1,1,1,상한도달,3.554
162,시프트업 이사회결의일이(가) 어떻게 돼?,시프트업,2024년 9월 30일,1,1,1,상한도달,3.54
163,시프트업 분기보고서 (2024.09) 전환상환우선주부채 얼마야?,시프트업,"694,892",1,1,1,상한도달,3.561
164,시프트업의 분기보고서 (2024.09)에서 전환권대가 알려줘,시프트업,"8,225,536",1,1,1,상한도달,3.599
165,시프트업 부여일이(가) 어떻게 돼?,시프트업,2024-05-17,1,1,0,근거만도달,3.523
166,시프트업 분기보고서 (2024.09) 부여시기 얼마야?,시프트업,2024년 5월 17일,1,1,1,상한도달,3.543
167,시프트업의 분기보고서 (2024.09)에서 부여한주식등의총수 알려줘,시프트업,"35,000주",1,1,1,상한도달,3.558
168,시프트업 미지급주식등의총수이(가) 어떻게 돼?,시프트업,"35,000주",1,1,0,근거만도달,3.58
169,LG씨엔에스 사업보고서 (2024.12) 발행주식총수 얼마야?,LG씨엔에스,"87,197,353",1,1,1,상한도달,3.344
170,LG씨엔에스의 사업보고서 (2024.12)에서 자본금 알려줘,LG씨엔에스,"47,198,411,000",1,1,0,근거만도달,3.536
171,"LG씨엔에스 132,539,977천원이(가) 어떻게 돼?",LG씨엔에스,"103,764,850천원",1,1,1,상한도달,3.833
172,LG씨엔에스 사업보고서 (2024.12) 유동자산 얼마야?,LG씨엔에스,"5,127,997",1,1,0,근거만도달,4.165
173,LG씨엔에스의 사업보고서 (2024.12)에서 현금및현금성자산 알려줘,LG씨엔에스,"2,339,527",1,1,0,근거만도달,3.593
174,LG씨엔에스 유동금융자산이(가) 어떻게 돼?,LG씨엔에스,"1,805,212",1,0,0,검색실패,3.604
175,LG씨엔에스 사업보고서 (2024.12) 기타유동자산 얼마야?,LG씨엔에스,"983,259",1,1,0,근거만도달,3.569
176,LG씨엔에스의 사업보고서 (2024.12)에서 비유동자산 알려줘,LG씨엔에스,"2,762,694",1,1,0,근거만도달,3.575
177,LG씨엔에스 관계기업주식이(가) 어떻게 돼?,LG씨엔에스,"223,854",1,0,0,검색실패,3.587
178,LG씨엔에스 사업보고서 (2024.12) 유무형자산 얼마야?,LG씨엔에스,"2,256,108",1,1,0,근거만도달,3.56
179,LG씨엔에스의 사업보고서 (2024.12)에서 비유동금융자산 알려줘,LG씨엔에스,"204,295",1,1,0,근거만도달,3.556
180,LG씨엔에스 유동부채이(가) 어떻게 돼?,LG씨엔에스,"1,514,330",1,1,0,근거만도달,3.562
181,LG씨엔에스 사업보고서 (2024.12) 유동금융부채 얼마야?,LG씨엔에스,"1,163,450",1,1,0,근거만도달,3.559
182,LG씨엔에스의 사업보고서 (2024.12)에서 기타유동부채 알려줘,LG씨엔에스,"350,879",1,1,0,근거만도달,3.561
183,LG씨엔에스 비유동부채이(가) 어떻게 돼?,LG씨엔에스,"1,016,591",1,0,0,검색실패,3.531
184,LG씨엔에스 사업보고서 (2024.12) 비유동금융부채 얼마야?,LG씨엔에스,"633,120",1,1,1,상한도달,3.58
185,LG씨엔에스의 사업보고서 (2024.12)에서 기타비유동부채 알려줘,LG씨엔에스,"383,471",1,1,0,근거만도달,3.567
186,LG씨엔에스 식별가능한순자산공정가치이(가) 어떻게 돼?,LG씨엔에스,"5,359,771",1,1,1,상한도달,3.584
187,LG씨엔에스 사업보고서 (2024.12) 지배주주지분 얼마야?,LG씨엔에스,"2,950,447",1,1,0,근거만도달,3.571
188,LG씨엔에스의 사업보고서 (2024.12)에서 비지배주주지분 알려줘,LG씨엔에스,"2,409,324",1,1,1,상한도달,3.556
189,LG씨엔에스 총이전대가이(가) 어떻게 돼?,LG씨엔에스,"5,944,840",1,1,1,상한도달,3.586
190,LG씨엔에스 사업보고서 (2024.12) 영업권 얼마야?,LG씨엔에스,"2,994,393",1,1,1,상한도달,3.548
191,LG씨엔에스의 사업보고서 (2024.12)에서 사업결합으로인한순현금유출 알려줘,LG씨엔에스,"3,605,313",1,1,1,상한도달,3.597
192,삼성중공업 하나은행외15이(가) 어떻게 돼?,삼성중공업,"2,658,230",1,0,0,검색실패,3.636
193,삼성중공업 반기보고서 (2023.06) 하나은행외10 얼마야?,삼성중공업,"3,142,631",1,1,0,근거만도달,3.667
194,삼성중공업의 반기보고서 (2023.06)에서 SC은행외2 알려줘,삼성중공업,"216,335",1,1,1,상한도달,3.608
195,삼성중공업 인증일자이(가) 어떻게 돼?,삼성중공업,2020.04.14,1,1,1,상한도달,3.559
196,디앤디파마텍 사업보고서 (2024.12) 기초 얼마야?,디앤디파마텍,"280,471",1,1,0,근거만도달,3.559
197,디앤디파마텍의 사업보고서 (2024.12)에서 만기일자 알려줘,디앤디파마텍,2026-04-18,1,1,0,근거만도달,3.561
198,디앤디파마텍 발행가액이(가) 어떻게 돼?,디앤디파마텍,"1,000,000,000원",1,1,1,상한도달,3.538
199,디앤디파마텍 사업보고서 (2024.12) 보통주귀속당기순손익 얼마야?,디앤디파마텍,"3,933,804,446",1,1,1,상한도달,3.597
200,디앤디파마텍의 사업보고서 (2024.12)에서 기본주당손익계산을위한가중평균보통주식수 알려줘,디앤디파마텍,"8,910,840",1,1,1,상한도달,3.59
201,디앤디파마텍 3차전환우선주이(가) 어떻게 돼?,디앤디파마텍,"388,089",1,1,1,상한도달,3.587
202,디앤디파마텍 사업보고서 (2024.12) 희석주당손익계산을위한가중평균유통보통주식수 얼마야?,디앤디파마텍,"9,380,578",1,1,1,상한도달,3.612
203,디앤디파마텍의 사업보고서 (2024.12)에서 보통주귀속당기순손실 알려줘,디앤디파마텍,"9,150,051,819",1,1,1,상한도달,3.557
204,SK하이닉스 환율변동이(가) 어떻게 돼?,SK하이닉스,"478,324",1,0,1,상한도달,3.559
205,SK하이닉스 분기보고서 (2024.03) 기말장부금액 얼마야?,SK하이닉스,"53,163,891",1,1,1,상한도달,3.553
206,삼성중공업의 사업보고서 (2023.12)에서 (법인세차감전)차감전순이익과순자산 알려줘,삼성중공업,"782,528",1,1,1,상한도달,3.587
207,삼성중공업 현금이(가) 어떻게 돼?,삼성중공업,"176,718",1,1,0,근거만도달,3.537
208,삼성중공업 사업보고서 (2023.12) 현금흐름위험회피손익 얼마야?,삼성중공업,"371,149",1,1,1,상한도달,3.576
209,삼성중공업의 사업보고서 (2023.12)에서 파생상품평가손익 알려줘,삼성중공업,"285,414",1,1,0,근거만도달,3.576
210,삼성중공업 재공품이(가) 어떻게 돼?,삼성중공업,"3,329,515",1,0,1,상한도달,3.597
211,삼성중공업 사업보고서 (2023.12) 원재료 얼마야?,삼성중공업,"465,486,330",1,1,0,근거만도달,3.577
212,삼성중공업의 사업보고서 (2023.12)에서 미착품 알려줘,삼성중공업,"55,147,894",1,1,1,상한도달,3.555
213,삼성중공업 완성공사이(가) 어떻게 돼?,삼성중공업,"1,205,186,576",1,0,1,상한도달,3.546
