id,query,company,gold,n_gold,answer,answer_hit,evidence_hit,citation_hit,refusal,label,numbers_grounded,has_citation,validation_passed,warnings,remediation,n_tool_calls,iterations,n_nudges,error,elapsed_sec
75,디앤디파마텍 정정대상공시서류의최초제출일이(가) 어떻게 돼?,디앤디파마텍,2025년 2월 10일,1,"디앤디파마텍의 정정대상공시서류의 최초 제출일은 다음과 같습니다:  - 반기보고서 (2024.06): 2024년 8월 14일 - 분기보고서 (2024.09): 2024년 11월 14일 - 사업보고서 (2024.12): 2025년 3월 20일 - 분기보고서 (2025.03): 2025년 5월 13일 - 반기보고서 (2025.06): 2025년 8월 14일 - 분기보고서 (2025.09): 2025년 11월 14일 - 사업보고서 (2025.12): 2026년 3월 20일  근거: periodic_20240814001521, periodic_20241114000113, periodic_20250320000625, periodic_20250513000134, periodic_20250814000299, periodic_20251114000468, periodic_20260320001088, periodic_20260515001092",0,0,0,0,검색실패,1,1,0,정정 분석 질문인데 원본/정정본 근거가 모두 확보되지 않음 (정정 체인 재검색 필요할 수 있음),,1,2,0,,9.8
88,현대모비스 반기보고서 (2024.06) 매출채권외의비유동채권 얼마야?,현대모비스,"723,164",2,"현대모비스의 2024년 6월 말 기준 매출채권 외의 비유동채권은 590,332백만 원입니다.  근거:  - [EVIDENCE 2], chunk_id: periodic_20240814003103::main::P18::C4, 매출채권 외의 비유동채권: 590,332   추가 정보: - [EVIDENCE 1]에서는 매출채권 외의 비유동채권이 788,997백만 원이라고 나와 있지만, 이는 잘못된 정보로 보입니다.  - [EVIDENCE 3]에서도 매출채권 외의 비유동채권이 413,729백만 원이라고 나와 있지만, 이는 일부 항목만을 나타낸 것으로 전체 금액과는 차이가 있을 수 있습니다.  - [EVIDENCE 4]에서는 매출채권 및 기타채권의 총액이 9,587,986백만 원이라고 나와 있으며, 이 중에서 특수관계자 및 대규모기업집단의 계열회사에 대한 채권이 6,294,865백만 원이라고 나와 있습니다. 그러나 이 정보는 직접적인 관련이 없으므로 참고용으로만 활용해야 합니다.",1,1,1,0,정답,1,1,1,,,1,2,0,,23.14
4,한미반도체 사업보고서 (2025.12) 예금잔액 얼마야?,한미반도체,"276,233,849",2,"한미반도체의 2025년 12월 말 기준 예금잔액은 두 가지 다른 보고서에서 약간씩 다른 수치로 나타납니다.  첫 번째 보고서에서는 예금잔액이 276,233,849천원이라고 나와 있습니다. 이는 '현금및현금성자산' 섹션에서 제공된 데이터입니다.  두 번째 보고서에서는 예금잔액이 258,332,331천원이라고 기재되어 있습니다. 이 역시 '현금및현금성자산' 섹션에서 나온 정보입니다.  질문에 시점이 명시되지 않았으므로 해당 기간 동안의 모든 유효한 공시를 제공합니다.  근거:  - 첫 번째 보고서: report_id(periodic_20260312001230), chunk_id(periodic_20260312001230::main::P16::C55) - 두 번째 보고서: report_id(periodic_20260312001230), chunk_id(periodic_20260312001230::main::P18::C22)",1,1,1,0,정답,1,1,1,,,1,2,0,,19.04
34,시프트업 주요사항보고서(자기주식취득신탁계약체결결정) 소계 얼마야?,시프트업,"203,164,629,040",1,"시프트업의 주요사항보고서(자기주식취득신탁계약체결결정)의 소계는 203,164,629,040 가-나-다-라 입니다.  근거: major_20260310002972(C2), major_20250512000665(C2)",1,0,1,0,정답,1,1,1,,,1,2,0,,8.6
81,디앤디파마텍 승인일이(가) 어떻게 돼?,디앤디파마텍,2024-06-08,1,"디앤디파마텍의 DD01 임상시험 계획 승인은 2024년 6월 8일에 이루어졌습니다.   근거:  - [EVIDENCE 1]: ""승인일(결정일): 2024-06-08"" - [EVIDENCE 2], [EVIDENCE 3], [EVIDENCE 4], [EVIDENCE 5], [EVIDENCE 6], [EVIDENCE 7]: ""승인일: 2024년""  따라서, 디앤디파마텍의 DD01 임상시험 계획 승인일은 2024년 6월 8일입니다.   근거: report_id(exchange_20240610900004::main::C1), report_id(periodic_20251114000468::main::P12::C22), report_id(periodic_20260515001092::main::P12::C21), report_id(periodic_20260320001088::main::P12::C21), report_id(periodic_20250320000625::main::P12::C22), report_id(periodic_20250814000299::main::P12::C22), report_id(periodic_20250513000134::main::P12::C2",1,1,1,0,정답,1,1,1,,,2,3,0,,21.36
36,시프트업 직전사업연도말이후자기주식취득금액이(가) 어떻게 돼?,시프트업,"49,973,057,100",1,"시프트업의 직전사업연도말 이후 자기주식 취득금액은 다음과 같습니다:  1. 2025년 5월 12일에 체결된 자기주식취득 신탁계약에서는 **49,973,057,100원**의 금액이 자기주식 취득에 사용되었습니다. 2. 2026년 3월 10일에 체결된 자기주식취득 신탁계약에서는 **20,000,000,000원**의 금액이 자기주식 취득에 사용되었습니다.  따라서, 시프트업의 직전사업연도말 이후 자기주식 취득금액은 **49,973,057,100원**과 **20,000,000,000원** 두 가지가 확인됩니다.  근거: report_id(major_20260310002972), report_id(major_20250512000665), report_id(periodic_20250814004388), report_id(periodic_20260318001672), report_id(major_20260310002972), report_id(major_20250512000665), report_id(periodic_20260514001484), report_id(major_20260310002972), report_id(periodic_20250514001139), r",1,1,1,0,정답,1,1,1,,,2,3,0,,24.41
103,LG유플러스 [기재정정]사업보고서 (2023.12) 기초 얼마야?,LG유플러스,"1,631,321",2,,0,0,0,0,검색실패,0,0,0,,,0,0,0,"HCXError: HCX API 오류 429: {""status"":{""code"":""42901"",""message"":""Too many requests: rate exceeded. Check response headers for current limits and retry information.""},""result"":null}",58.98
67,한미반도체 단일판매ㆍ공급계약체결(자율공시) 계약(수주)일 얼마야?,한미반도체,2023-06-22,2,,0,0,0,0,검색실패,0,0,0,,,0,0,0,"HCXError: HCX API 오류 429: {""status"":{""code"":""42901"",""message"":""Too many requests: rate exceeded. Check response headers for current limits and retry information.""},""result"":null}",73.03
93,"현대모비스 취득,유형자산이(가) 어떻게 돼?",현대모비스,"1,059,931",2,"현대모비스의 취득 유형자산은 다음과 같이 변동되었습니다:  ### 2024년 12월 기준 연결감사보고서 - 토지: 25,776 백만원 - 건물: 20,169 백만원 - 구축물: 2,888 백만원 - 기계장치: 82,582 백만원 - 공구기구: 131,207 백만원 - 집기비품: 55,760 백만원 - 기타유형자산: 26,019 백만원 - 건설중인자산: 1,499,952 백만원 - 총계: 1,844,353 백만원  ### 2025년 12월 기준 사업보고서 - 토지: 12,562 백만원 - 건물: 27,179 백만원 - 구축물: 8,539 백만원 - 기계장치: 108,655 백만원 - 공구기구: 79,395 백만원 - 집기비품: 70,097 백만원 - 기타유형자산: 13,715 백만원 - 건설중인자산: 1,077,605 백만원 - 총계: 1,397,747 백만원  ### 2023년 9월 기준 분기보고서 - 토지: 24,038 백만원 - 건물: 8,066 백만원 - 구축물: 735 백만원 - 기계장치: 45,848 백만원 - 공구기구: 81,307 백만원 - 집기비품: 37,401 백만원 - 기타유형자산: 4,490 백만원 - 건설중인자산: 953,691 백만원 ",0,0,0,0,검색실패,1,1,1,,,2,3,0,,41.39
91,현대모비스 반기보고서 (2024.06) 순확정급여자산 얼마야?,현대모비스,"107,789",2,"현대모비스의 2024년 6월 말 기준 순확정급여자산은 다음과 같습니다:  1. [EVIDENCE 3]: 비유동 순확정급여자산 = 103,187백만 원 2. [EVIDENCE 4]: 순확정급여자산 = 149,888백만 원 3. [EVIDENCE 5]: 재무상태표에 인식된 금액(*) = -103,187백만 원  여기서 (*)는 순확정급여자산을 포함하고 있음을 나타냅니다.  근거: report_id(periodic_20240814003103/chunk_id: P18::C4), report_id(periodic_20240814003103/chunk_id: P16::C143), report_id(periodic_20240814003103/chunk_id: P18::C10).",1,1,1,0,정답,1,1,1,,,2,3,0,,19.71
19,시프트업 분기보고서 (2025.09) 예금잔액 얼마야?,시프트업,"131,965,669",2,"시프트업의 2025년 9월 분기보고서에 따르면, 예금잔액은 131,965,669천원입니다.  근거: report_id(periodic_20251113001036), chunk_id(periodic_20251113001036::main::P18::C6)",1,1,1,0,정답,1,1,1,,,2,3,0,,17.07
14,LG씨엔에스의 주요사항보고서(유상증자결정)에서 보통주식 알려줘,LG씨엔에스,"9,688,595",2,"LG씨엔에스의 주요사항보고서(유상증자결정)에서 보통주식에 관한 정보는 다음과 같습니다:  - **신주의 종류와 수**: 보통주식 9,688,595주   - **증자 방식**: 일반공모증자    또한, 정정된 내용에 따르면 신주 발행가액이 확정되었으며, 이에 따라 자금조달 목적이 업데이트되었습니다.   근거: report_id(major_20250117000531, chunk_id=major_20250117000531::main::C1, C2, C3)",1,0,0,0,정답,1,1,1,,,1,2,0,,10.79
138,셀트리온 계약체결일이(가) 어떻게 돼?,셀트리온,2024.01.18,1,"셀트리온의 계약 체결일에 대한 정보는 다음과 같습니다:  1. 연번 9: 농협은행과의 주식담보대출 계약, 계약체결일은 2025년 01월 17일입니다. 2. 연번 10: 신한은행과의 주식담보대출 계약, 계약체결일은 2025년 04월 15일입니다. 3. 연번 11: 한국투자증권과의 주식담보대출 계약, 계약체결일은 2025년 06월 11일입니다. 4. 연번 12: 메리츠증권과의 주식담보대출 계약, 계약체결일은 2024년 06월 20일입니다. 5. 연번 13: 현대차증권과의 주식담보대출 계약, 계약체결일은 2025년 05월 07일입니다. 6. 연번 14: 교보증권과의 주식담보대출 계약, 계약체결일은 2025년 04월 24일입니다. 7. 연번 15: 국민은행과의 주식담보대출 계약, 계약체결일은 2025년 04월 25일입니다. 8. 연번 16: 우리은행과의 주식담보대출 계약, 계약체결일은 2025년 07월 31일입니다.  위의 정보는 다양한 공시일을 포함하고 있으며, 가장 최근의 계약 체결일은 2025년 07월 31일입니다.  근거:  - report_id(holding_20250804000301) - report_id(holding_20250804000300) - r",0,0,0,0,검색실패,1,1,1,,,2,3,0,,30.24
88,현대글로비스 주요사항보고서(무상증자결정) 신주의상장예정일 얼마야?,현대글로비스,2024년 08월 02일,1,"현대글로비스의 주요사항보고서에 따르면, 무상증자의 신주의 상장 예정일은 2024년 8월 2일입니다.  근거: report_id(major_20240628000319), chunk_id(major_20240628000319::main::C1)",0,1,1,0,답변실패,1,1,1,,,1,2,0,,19.15
21,셀트리온 직전사업연도말이후자기주식처분시처분주식의취득원가이(가) 어떻게 돼?,셀트리온,"1,031,296,937,692",1,,0,0,0,0,검색실패,0,0,0,,,0,0,0,"HCXError: HCX API 오류 429: {""status"":{""code"":""42901"",""message"":""Too many requests: rate exceeded. Check response headers for current limits and retry information.""},""result"":null}",52.75
40,LG유플러스 주요사항보고서(자기주식취득신탁계약체결결정) 순자산액 얼마야?,LG유플러스,"8,628,357,729,873",1,"LG유플러스의 주요사항보고서(자기주식취득신탁계약체결결정)에 따르면 순자산액은 8,628,357,729,873원입니다.  근거: major_20250721000270::main::C2",1,0,1,0,정답,1,1,1,,,1,2,0,,11.0
41,현대글로비스의 [기재정정]사업보고서 (2023.12)에서 소방시설공사업 알려줘,현대글로비스,2023년 03월 29일,1,"현대글로비스의 [기재정정]사업보고서 (2023.12)에서 소방시설공사업에 대한 정보는 다음과 같습니다:  1. **소방시설공사업의 목적**: 스마트물류솔루션 사업 관련 프로젝트 확장 수행 시 소방공사가 필수적으로 동반되는 공사일 경우 소방공사업을 추가하여 스마트물류솔루션 사업 역량 강화 및 매출 증대를 목적으로 합니다.  2. **시장의 주요 특성 및 규모**: 국내 스마트물류솔루션 사업 기준 2030년 약 4조 규모의 시장으로 성장할 것으로 판단됩니다.  3. **향후 추진계획**: 지속 추진 중이며, 지속 가능 사업으로 완료시기는 없습니다. 향후 1년 이내 추진 예정사항으로는 스마트물류솔루션 프로젝트 참여 및 수주를 통한 사업역량 강화 시 소방시설공사 추진이 있습니다.  4. **미추진 사유**: 그간 사업을 추진하지 않은 사유 및 배경은 해당사항 없으며, 향후 1년 이내 추진계획 존재 여부 및 향후 추진 예정시기에 대한 정보도 없습니다.  5. **정관상 사업목적 추가 일자**: 소방시설공사업은 2023년 3월 29일에 사업목적에 추가되었습니다.  이러한 정보를 종합하면, 현대글로비스는 스마트물류솔루션 사업의 일환으로 소방시설공사업을 추진하고 있으며, ",0,1,1,0,답변실패,1,1,1,,,4,6,1,,85.2
