id,query,company,doc_group,gold,n_gold,n_gold_docs,evidence_hit,answer_ceiling,context_recall,context_precision,context_ap,mrr,ndcg_at_10,first_gold_rank,label,elapsed_sec
47,시프트업의 분기보고서 (2025.09)에서 유동선급금 알려줘,시프트업,periodic,"2,000,691",1,1,1,1,1.0,0.215,0.5,0.5,0.6309,2,상한도달,0.14
48,시프트업 유동부가세미수금이(가) 어떻게 돼?,시프트업,periodic,"265,553",1,1,1,1,1.0,0.035,0.3333,0.3333,0.5,3,상한도달,0.125
49,시프트업 분기보고서 (2025.09) 기타비유동자산 얼마야?,시프트업,periodic,"3,640,482",1,1,1,1,1.0,0.115,0.5,0.5,0.6309,2,상한도달,0.131
50,시프트업의 분기보고서 (2025.09)에서 장기선급비용 알려줘,시프트업,periodic,"3,640,482",1,1,1,1,1.0,0.14,1.0,1.0,1.0,1,상한도달,0.13
51,시프트업 비유동리스부채이(가) 어떻게 돼?,시프트업,periodic,"6,525,586",1,1,1,1,1.0,0.055,0.25,0.25,0.4307,4,상한도달,0.126
52,SK하이닉스 분기보고서 (2024.03) 유동소계 얼마야?,SK하이닉스,periodic,"376,546",4,1,1,1,1.0,0.1,0.5,0.5,0.6309,2,상한도달,0.126
53,SK하이닉스의 분기보고서 (2024.03)에서 비유동소계 알려줘,SK하이닉스,periodic,"438,437",4,1,1,1,1.0,0.105,1.0,1.0,1.0,1,상한도달,0.127
55,셀트리온 분기보고서 (2024.03) 자산 얼마야?,셀트리온,periodic,"384,059,833",3,1,1,1,1.0,0.14,0.25,0.25,0.4307,4,상한도달,0.126
56,셀트리온의 분기보고서 (2024.03)에서 부채 알려줘,셀트리온,periodic,"12,301,673",3,1,1,1,1.0,0.125,0.3333,0.3333,0.5,3,상한도달,0.123
58,셀트리온 분기보고서 (2024.03) 매출 얼마야?,셀트리온,periodic,"25,919,353",3,1,1,1,1.0,0.165,0.3333,0.3333,0.5,3,상한도달,0.123
59,셀트리온의 분기보고서 (2024.03)에서 당기손익-공정가치측정금융자산 알려줘,셀트리온,periodic,"1,545,341",3,1,1,1,1.0,0.065,0.2,0.2,0.3869,5,상한도달,0.145
61,셀트리온 분기보고서 (2024.03) 순손익 얼마야?,셀트리온,periodic,"2,316,929",2,1,1,1,1.0,0.1,0.0625,0.0625,0.0,16,상한도달,0.135
62,셀트리온의 분기보고서 (2024.03)에서 총포괄손익 알려줘,셀트리온,periodic,"18,023,692",2,1,1,1,1.0,0.095,0.25,0.25,0.4307,4,상한도달,0.132
63,셀트리온 단기금융상품이(가) 어떻게 돼?,셀트리온,periodic,"171,618,970",2,1,1,1,1.0,0.035,0.1,0.1,0.2891,10,상한도달,0.13
64,셀트리온 분기보고서 (2024.03) 기타포괄손익-공정가치측정금융자산 얼마야?,셀트리온,periodic,"17,960,667",2,1,1,1,1.0,0.05,0.0435,0.0435,0.0,23,상한도달,0.133
65,현대글로비스의 [기재정정]사업보고서 (2023.12)에서 예금잔액 알려줘,현대글로비스,periodic,"1,091,801,335",2,1,1,1,1.0,0.09,0.5,0.5,0.6309,2,상한도달,0.133
66,현대글로비스 현금성자산으로분류된단기투자자산이(가) 어떻게 돼?,현대글로비스,periodic,"1,199,626,203",2,1,1,1,1.0,0.08,0.125,0.125,0.3155,8,상한도달,0.13
67,현대글로비스 [기재정정]사업보고서 (2023.12) 현금및현금성자산합계 얼마야?,현대글로비스,periodic,"2,290,825,258",2,1,1,1,1.0,0.1,0.3333,0.3333,0.5,3,상한도달,0.139
68,현대글로비스의 [기재정정]사업보고서 (2023.12)에서 기타유동금융자산 알려줘,현대글로비스,periodic,"1,739,928,900",2,1,1,1,1.0,0.095,1.0,1.0,1.0,1,상한도달,0.138
69,현대글로비스 단기금융상품이(가) 어떻게 돼?,현대글로비스,periodic,"1,714,146,820",2,1,1,1,1.0,0.115,0.3333,0.3333,0.5,3,상한도달,0.121
70,현대글로비스 [기재정정]사업보고서 (2023.12) 유동파생상품자산 얼마야?,현대글로비스,periodic,"12,824,638",2,1,1,1,1.0,0.145,0.5,0.5,0.6309,2,상한도달,0.135
71,현대글로비스의 [기재정정]사업보고서 (2023.12)에서 유동금융리스채권 알려줘,현대글로비스,periodic,"11,346,924",2,1,1,0,1.0,0.13,0.5,0.5,0.6309,2,근거만도달,0.143
72,현대글로비스 단기대여금이(가) 어떻게 돼?,현대글로비스,periodic,"1,610,518",2,1,1,1,1.0,0.08,0.1429,0.1429,0.3333,7,상한도달,0.124
73,현대글로비스 [기재정정]사업보고서 (2023.12) 기타비유동금융자산 얼마야?,현대글로비스,periodic,"223,614,405",2,1,1,1,1.0,0.09,1.0,1.0,1.0,1,상한도달,0.133
74,현대글로비스의 [기재정정]사업보고서 (2023.12)에서 비유동파생상품자산 알려줘,현대글로비스,periodic,"602,142",2,1,1,1,1.0,0.165,0.1429,0.1429,0.3333,7,상한도달,0.144
75,현대글로비스 비유동금융리스채권이(가) 어떻게 돼?,현대글로비스,periodic,"6,191,775",2,1,1,0,1.0,0.1,0.0769,0.0769,0.0,13,근거만도달,0.131
76,현대글로비스 [기재정정]사업보고서 (2023.12) 장기대여금 얼마야?,현대글로비스,periodic,"10,266,414",2,1,1,1,1.0,0.08,0.5,0.5,0.6309,2,상한도달,0.135
77,현대글로비스의 [기재정정]사업보고서 (2023.12)에서 기타포괄손익-공정가치측정기타금융자산 알려줘,현대글로비스,periodic,"206,538,115",2,1,1,1,1.0,0.135,1.0,1.0,1.0,1,상한도달,0.154
79,현대모비스 반기보고서 (2024.06) 매출채권및기타채권 얼마야?,현대모비스,periodic,"7,947,409",2,1,1,1,1.0,0.11,1.0,1.0,1.0,1,상한도달,0.14
80,현대모비스의 반기보고서 (2024.06)에서 상품 알려줘,현대모비스,periodic,"2,393,927",2,1,1,1,1.0,0.245,1.0,1.0,1.0,1,상한도달,0.128
82,현대모비스 반기보고서 (2024.06) 재공품 얼마야?,현대모비스,periodic,"330,396",2,1,1,1,1.0,0.175,0.5,0.5,0.6309,2,상한도달,0.129
83,현대모비스의 반기보고서 (2024.06)에서 원재료 알려줘,현대모비스,periodic,"1,938,005",2,1,1,1,1.0,0.19,0.5,0.5,0.6309,2,상한도달,0.127
84,현대모비스 미착품이(가) 어떻게 돼?,현대모비스,periodic,"1,002,010",2,1,1,1,1.0,0.165,0.1667,0.1667,0.3562,6,상한도달,0.11
85,현대모비스 반기보고서 (2024.06) 총유동재고자산 얼마야?,현대모비스,periodic,"6,043,567",2,1,1,1,1.0,0.085,1.0,1.0,1.0,1,상한도달,0.154
86,현대모비스의 반기보고서 (2024.06)에서 매출채권외의유동채권 알려줘,현대모비스,periodic,"705,564",2,1,1,1,1.0,0.07,1.0,1.0,1.0,1,상한도달,0.141
87,현대모비스 선급제세이(가) 어떻게 돼?,현대모비스,periodic,"366,182",2,1,1,1,1.0,0.07,0.1667,0.1667,0.3562,6,상한도달,0.122
88,현대모비스 반기보고서 (2024.06) 매출채권외의비유동채권 얼마야?,현대모비스,periodic,"723,164",2,1,1,1,1.0,0.07,1.0,1.0,1.0,1,상한도달,0.135
89,현대모비스의 반기보고서 (2024.06)에서 장기미수금 알려줘,현대모비스,periodic,"467,271",2,1,1,1,1.0,0.09,0.5,0.5,0.6309,2,상한도달,0.127
90,현대모비스 장기보증금자산이(가) 어떻게 돼?,현대모비스,periodic,"122,363",2,1,1,1,1.0,0.03,0.125,0.125,0.3155,8,상한도달,0.124
91,현대모비스 반기보고서 (2024.06) 순확정급여자산 얼마야?,현대모비스,periodic,"107,789",2,1,1,1,1.0,0.085,1.0,1.0,1.0,1,상한도달,0.133
92,현대모비스의 반기보고서 (2024.06)에서 기초유형자산 알려줘,현대모비스,periodic,"10,480,920",2,1,1,1,1.0,0.115,0.5,0.5,0.6309,2,상한도달,0.14
93,"현대모비스 취득,유형자산이(가) 어떻게 돼?",현대모비스,periodic,"1,059,931",2,1,1,1,1.0,0.025,0.0714,0.0714,0.0,14,상한도달,0.124
94,현대모비스 반기보고서 (2024.06) 기말유형자산 얼마야?,현대모비스,periodic,"11,267,931",2,1,1,1,1.0,0.095,0.25,0.25,0.4307,4,상한도달,0.13
95,LG유플러스의 [기재정정]사업보고서 (2023.12)에서 계약부채-거래가격배분 알려줘,LG유플러스,periodic,"125,312",2,1,1,1,1.0,0.12,0.1667,0.1667,0.3562,6,상한도달,0.139
96,LG유플러스 예금및적금등이(가) 어떻게 돼?,LG유플러스,periodic,"559,554",2,1,1,1,1.0,0.105,0.1429,0.1429,0.3333,7,상한도달,0.121
97,"LG유플러스 [기재정정]사업보고서 (2023.12) 계약체결증분원가,유동 얼마야?",LG유플러스,periodic,"1,165,229",2,1,1,1,1.0,0.15,0.1667,0.1667,0.3562,6,상한도달,0.14
98,"LG유플러스의 [기재정정]사업보고서 (2023.12)에서 기타,기타유동자산 알려줘",LG유플러스,periodic,"213,829",2,1,1,1,1.0,0.085,0.1667,0.1667,0.3562,6,상한도달,0.13
99,LG유플러스 기타유동자산이(가) 어떻게 돼?,LG유플러스,periodic,"1,557,731",2,1,1,1,1.0,0.075,0.0667,0.0667,0.0,15,상한도달,0.116
100,"LG유플러스 [기재정정]사업보고서 (2023.12) 계약체결증분원가,비유동 얼마야?",LG유플러스,periodic,"516,689",2,1,1,1,1.0,0.135,0.1,0.1,0.2891,10,상한도달,0.129
101,"LG유플러스의 [기재정정]사업보고서 (2023.12)에서 기타,기타비유동자산 알려줘",LG유플러스,periodic,"167,491",2,1,1,1,1.0,0.095,0.25,0.25,0.4307,4,상한도달,0.129
103,LG유플러스 [기재정정]사업보고서 (2023.12) 기초 얼마야?,LG유플러스,periodic,"1,631,321",2,1,1,1,1.0,0.13,0.5,0.5,0.6309,2,상한도달,0.145
104,LG유플러스의 [기재정정]사업보고서 (2023.12)에서 인식 알려줘,LG유플러스,periodic,"1,756,125",2,1,1,1,1.0,0.12,1.0,1.0,1.0,1,상한도달,0.131
106,LG유플러스 [기재정정]사업보고서 (2023.12) 단기예수금 얼마야?,LG유플러스,periodic,"391,718",2,1,1,1,1.0,0.13,1.0,1.0,1.0,1,상한도달,0.134
107,LG유플러스의 [기재정정]사업보고서 (2023.12)에서 기타비유동미지급금 알려줘,LG유플러스,periodic,"572,022",2,1,1,1,1.0,0.115,0.25,0.25,0.4307,4,상한도달,0.138
108,LG유플러스 기타유동금융부채합계이(가) 어떻게 돼?,LG유플러스,periodic,"396,467",2,1,1,1,1.0,0.145,0.125,0.125,0.3155,8,상한도달,0.126
109,LG유플러스 [기재정정]사업보고서 (2023.12) 기타비유동금융부채합계 얼마야?,LG유플러스,periodic,"576,275",2,1,1,1,1.0,0.155,0.05,0.05,0.0,20,상한도달,0.133
110,LG유플러스의 [기재정정]사업보고서 (2023.12)에서 확정급여채무의현재가치 알려줘,LG유플러스,periodic,"871,360",2,1,1,1,1.0,0.08,0.25,0.25,0.4307,4,상한도달,0.137
111,LG씨엔에스 제도자산에불입될것으로예상되는금액이(가) 어떻게 돼?,LG씨엔에스,periodic,"2,905,033",2,1,1,1,1.0,0.17,0.2,0.2,0.3869,5,상한도달,0.131
112,삼성중공업 반기보고서 (2023.06) SC은행외6 얼마야?,삼성중공업,periodic,"1,000,622",2,2,1,1,1.0,0.235,0.2778,0.3333,0.4911,3,상한도달,0.13
113,디앤디파마텍의 사업보고서 (2024.12)에서 발행일자 알려줘,디앤디파마텍,periodic,2020년 1월 30일,2,1,1,1,1.0,0.245,1.0,1.0,1.0,1,상한도달,0.131
115,SK하이닉스 분기보고서 (2024.03) 부채 얼마야?,SK하이닉스,periodic,"47,690,113",2,1,1,1,1.0,0.075,1.0,1.0,1.0,1,상한도달,0.126
116,SK하이닉스의 분기보고서 (2024.03)에서 자본 알려줘,SK하이닉스,periodic,"55,507,402",2,1,1,1,1.0,0.06,0.3333,0.3333,0.5,3,상한도달,0.13
117,SK하이닉스 현금및현금성자산등이(가) 어떻게 돼?,SK하이닉스,periodic,"10,318,902",2,1,1,1,1.0,0.04,0.0833,0.0833,0.0,12,상한도달,0.125
118,SK하이닉스 분기보고서 (2024.03) 차입금 얼마야?,SK하이닉스,periodic,"29,505,907",2,1,1,1,1.0,0.025,0.0667,0.0667,0.0,15,상한도달,0.115
119,SK하이닉스의 분기보고서 (2024.03)에서 미수금 알려줘,SK하이닉스,periodic,"288,624",2,1,1,1,1.0,0.075,0.0833,0.0833,0.0,12,상한도달,0.122
120,SK하이닉스 장기대여금이(가) 어떻게 돼?,SK하이닉스,periodic,"241,030",2,1,1,1,1.0,0.03,0.125,0.125,0.3155,8,상한도달,0.121
121,SK하이닉스 분기보고서 (2024.03) 보증금 얼마야?,SK하이닉스,periodic,"196,867",2,1,1,1,1.0,0.05,0.0714,0.0714,0.0,14,상한도달,0.127
122,SK하이닉스의 분기보고서 (2024.03)에서 선급비용 알려줘,SK하이닉스,periodic,"261,366",2,1,1,1,1.0,0.06,0.1667,0.1667,0.3562,6,상한도달,0.125
123,SK하이닉스 부가세대급금이(가) 어떻게 돼?,SK하이닉스,periodic,"632,291",2,1,1,1,1.0,0.025,0.25,0.25,0.4307,4,상한도달,0.119
124,SK하이닉스 분기보고서 (2024.03) 계약자산 얼마야?,SK하이닉스,periodic,"115,460",2,1,1,1,1.0,0.075,0.3333,0.3333,0.5,3,상한도달,0.129
125,SK하이닉스의 분기보고서 (2024.03)에서 장기선급금 알려줘,SK하이닉스,periodic,"131,525",2,1,1,1,1.0,0.06,1.0,1.0,1.0,1,상한도달,0.125
127,SK하이닉스 분기보고서 (2024.03) 취득 얼마야?,SK하이닉스,periodic,"2,943,366",2,1,1,1,1.0,0.05,0.5,0.5,0.6309,2,상한도달,0.14
128,삼성중공업의 사업보고서 (2023.12)에서 보통예금 알려줘,삼성중공업,periodic,"12,762,399",2,1,1,1,1.0,0.085,0.3333,0.3333,0.5,3,상한도달,0.137
129,삼성중공업 당좌예금이(가) 어떻게 돼?,삼성중공업,periodic,"2,038,187",2,1,1,1,1.0,0.085,0.125,0.125,0.3155,8,상한도달,0.122
130,삼성중공업 사업보고서 (2023.12) 기타예금 얼마야?,삼성중공업,periodic,"568,834,396",2,1,1,1,1.0,0.135,0.1667,0.1667,0.3562,6,상한도달,0.134
131,삼성중공업의 사업보고서 (2023.12)에서 합계 알려줘,삼성중공업,periodic,"583,811,700",2,1,1,0,1.0,0.14,1.0,1.0,1.0,1,근거만도달,0.127
132,삼성중공업 원가기준투입법적용계약이(가) 어떻게 돼?,삼성중공업,periodic,"1,451,233,904",2,1,1,1,1.0,0.11,0.5,0.5,0.6309,2,상한도달,0.131
133,삼성중공업 사업보고서 (2023.12) 기타 얼마야?,삼성중공업,periodic,"894,329",2,1,1,0,1.0,0.135,0.2,0.2,0.3869,5,근거만도달,0.131
134,삼성중공업의 사업보고서 (2023.12)에서 재화나용역의이전시기 알려줘,삼성중공업,periodic,"1,452,128,233",2,1,1,1,1.0,0.07,0.25,0.25,0.4307,4,상한도달,0.136
136,셀트리온 분기보고서 (2024.03) 이사회결의일 얼마야?,셀트리온,periodic,2023.12.29,1,1,1,1,1.0,0.115,0.3333,0.3333,0.5,3,상한도달,0.121
137,셀트리온의 분기보고서 (2024.03)에서 양도가액 알려줘,셀트리온,periodic,"37,200,000,000원",1,1,1,1,1.0,0.095,0.0769,0.0769,0.0,13,상한도달,0.121
138,셀트리온 계약체결일이(가) 어떻게 돼?,셀트리온,periodic,2024.01.18,1,1,1,0,1.0,0.01,0.0091,0.0091,0.0,110,근거만도달,0.114
139,셀트리온 분기보고서 (2024.03) 장기금융상품 얼마야?,셀트리온,periodic,"1,459,626",1,1,1,1,1.0,0.065,0.25,0.25,0.4307,4,상한도달,0.115
140,셀트리온의 분기보고서 (2024.03)에서 합계 알려줘,셀트리온,periodic,"201,836,994",1,1,1,0,1.0,0.13,0.3333,0.3333,0.5,3,근거만도달,0.121
141,현대글로비스 당기손익-공정가치측정기타금융자산이(가) 어떻게 돼?,현대글로비스,periodic,"973,896,035",1,1,1,1,1.0,0.115,1.0,1.0,1.0,1,상한도달,0.13
142,현대글로비스 [기재정정]사업보고서 (2023.12) 기타유동금융부채 얼마야?,현대글로비스,periodic,"509,032,422",1,1,1,1,1.0,0.11,1.0,1.0,1.0,1,상한도달,0.131
143,현대글로비스의 [기재정정]사업보고서 (2023.12)에서 유동파생상품부채 알려줘,현대글로비스,periodic,"9,188,467",1,1,1,1,1.0,0.175,1.0,1.0,1.0,1,상한도달,0.131
145,현대글로비스 [기재정정]사업보고서 (2023.12) 유동리스부채 얼마야?,현대글로비스,periodic,"367,802,074",1,1,1,1,1.0,0.12,0.5,0.5,0.6309,2,상한도달,0.13
146,현대글로비스의 [기재정정]사업보고서 (2023.12)에서 기타비유동금융부채 알려줘,현대글로비스,periodic,"1,236,513,234",1,1,1,1,1.0,0.12,0.5,0.5,0.6309,2,상한도달,0.134
148,현대모비스 반기보고서 (2024.06) 유동계약자산외의유동미수수익 얼마야?,현대모비스,periodic,"109,970",1,1,1,1,1.0,0.14,0.5,0.5,0.6309,2,상한도달,0.131
149,현대모비스의 반기보고서 (2024.06)에서 유동선급금 알려줘,현대모비스,periodic,"108,871",1,1,1,1,1.0,0.115,0.1429,0.1429,0.3333,7,상한도달,0.125
150,현대모비스 유동선급비용이(가) 어떻게 돼?,현대모비스,periodic,"107,786",1,1,1,0,1.0,0.025,0.05,0.05,0.0,20,근거만도달,0.117
151,"현대모비스 반기보고서 (2024.06) 기타변동에따른증가(감소),유형자산 얼마야?",현대모비스,periodic,"212,855",1,1,1,1,1.0,0.1,0.3333,0.3333,0.5,3,상한도달,0.134
152,현대모비스의 반기보고서 (2024.06)에서 기초의무형자산및영업권 알려줘,현대모비스,periodic,"1,034,350",1,1,1,1,1.0,0.145,0.5,0.5,0.6309,2,상한도달,0.131
153,현대모비스 기말무형자산및영업권이(가) 어떻게 돼?,현대모비스,periodic,"1,065,583",1,1,1,1,1.0,0.05,0.04,0.04,0.0,25,상한도달,0.127
154,LG유플러스 [기재정정]사업보고서 (2023.12) 발행주식총수 얼마야?,LG유플러스,periodic,"514,793,835",1,1,1,1,1.0,0.155,1.0,1.0,1.0,1,상한도달,0.137
155,LG유플러스의 [기재정정]사업보고서 (2023.12)에서 자본금 알려줘,LG유플러스,periodic,"2,573,969,175,000",1,1,1,1,1.0,0.1,0.5,0.5,0.6309,2,상한도달,0.129
156,LG유플러스 유동선급비용이(가) 어떻게 돼?,LG유플러스,periodic,"108,477",1,1,1,1,1.0,0.09,0.0667,0.0667,0.0,15,상한도달,0.113
157,LG유플러스 [기재정정]사업보고서 (2023.12) 장기선급비용 얼마야?,LG유플러스,periodic,"107,362",1,1,1,1,1.0,0.08,0.3333,0.3333,0.5,3,상한도달,0.126
158,LG유플러스의 [기재정정]사업보고서 (2023.12)에서 근무원가 알려줘,LG유플러스,periodic,"105,681",1,1,1,1,1.0,0.115,0.5,0.5,0.6309,2,상한도달,0.127
159,LG유플러스 당기근무원가이(가) 어떻게 돼?,LG유플러스,periodic,"105,560",1,1,1,1,1.0,0.12,0.5,0.5,0.6309,2,상한도달,0.129
160,시프트업 분기보고서 (2024.09) 합병계약일 얼마야?,시프트업,periodic,2024년 10월 2일,1,1,1,1,1.0,0.2,1.0,1.0,1.0,1,상한도달,0.124
161,시프트업의 분기보고서 (2024.09)에서 합병기일 알려줘,시프트업,periodic,2024년 12월 5일,1,1,1,1,1.0,0.21,1.0,1.0,1.0,1,상한도달,0.123
162,시프트업 이사회결의일이(가) 어떻게 돼?,시프트업,periodic,2024년 9월 30일,1,1,1,1,1.0,0.145,0.3333,0.3333,0.5,3,상한도달,0.117
163,시프트업 분기보고서 (2024.09) 전환상환우선주부채 얼마야?,시프트업,periodic,"694,892",1,1,1,1,1.0,0.125,0.5,0.5,0.6309,2,상한도달,0.15
164,시프트업의 분기보고서 (2024.09)에서 전환권대가 알려줘,시프트업,periodic,"8,225,536",1,1,1,1,1.0,0.22,1.0,1.0,1.0,1,상한도달,0.126
165,시프트업 부여일이(가) 어떻게 돼?,시프트업,periodic,2024-05-17,1,1,1,1,1.0,0.14,1.0,1.0,1.0,1,상한도달,0.108
166,시프트업 분기보고서 (2024.09) 부여시기 얼마야?,시프트업,periodic,2024년 5월 17일,1,1,1,1,1.0,0.25,1.0,1.0,1.0,1,상한도달,0.123
167,시프트업의 분기보고서 (2024.09)에서 부여한주식등의총수 알려줘,시프트업,periodic,"35,000주",1,1,1,1,1.0,0.185,1.0,1.0,1.0,1,상한도달,0.128
168,시프트업 미지급주식등의총수이(가) 어떻게 돼?,시프트업,periodic,"35,000주",1,1,1,1,1.0,0.09,0.1111,0.1111,0.301,9,상한도달,0.124
169,LG씨엔에스 사업보고서 (2024.12) 발행주식총수 얼마야?,LG씨엔에스,periodic,"87,197,353",1,1,1,1,1.0,0.16,1.0,1.0,1.0,1,상한도달,0.127
170,LG씨엔에스의 사업보고서 (2024.12)에서 자본금 알려줘,LG씨엔에스,periodic,"47,198,411,000",1,1,1,1,1.0,0.12,1.0,1.0,1.0,1,상한도달,0.123
171,"LG씨엔에스 132,539,977천원이(가) 어떻게 돼?",LG씨엔에스,periodic,"103,764,850천원",1,1,1,1,1.0,0.145,1.0,1.0,1.0,1,상한도달,0.13
172,LG씨엔에스 사업보고서 (2024.12) 유동자산 얼마야?,LG씨엔에스,periodic,"5,127,997",1,1,1,1,1.0,0.09,1.0,1.0,1.0,1,상한도달,0.161
173,LG씨엔에스의 사업보고서 (2024.12)에서 현금및현금성자산 알려줘,LG씨엔에스,periodic,"2,339,527",1,1,1,1,1.0,0.14,0.1429,0.1429,0.3333,7,상한도달,0.157
174,LG씨엔에스 유동금융자산이(가) 어떻게 돼?,LG씨엔에스,periodic,"1,805,212",1,1,1,1,1.0,0.09,0.1111,0.1111,0.301,9,상한도달,0.131
175,LG씨엔에스 사업보고서 (2024.12) 기타유동자산 얼마야?,LG씨엔에스,periodic,"983,259",1,1,1,1,1.0,0.085,1.0,1.0,1.0,1,상한도달,0.133
176,LG씨엔에스의 사업보고서 (2024.12)에서 비유동자산 알려줘,LG씨엔에스,periodic,"2,762,694",1,1,1,1,1.0,0.095,1.0,1.0,1.0,1,상한도달,0.15
178,LG씨엔에스 사업보고서 (2024.12) 유무형자산 얼마야?,LG씨엔에스,periodic,"2,256,108",1,1,1,0,1.0,0.095,1.0,1.0,1.0,1,근거만도달,0.159
179,LG씨엔에스의 사업보고서 (2024.12)에서 비유동금융자산 알려줘,LG씨엔에스,periodic,"204,295",1,1,1,1,1.0,0.105,1.0,1.0,1.0,1,상한도달,0.128
181,LG씨엔에스 사업보고서 (2024.12) 유동금융부채 얼마야?,LG씨엔에스,periodic,"1,163,450",1,1,1,1,1.0,0.1,1.0,1.0,1.0,1,상한도달,0.126
182,LG씨엔에스의 사업보고서 (2024.12)에서 기타유동부채 알려줘,LG씨엔에스,periodic,"350,879",1,1,1,1,1.0,0.1,0.1667,0.1667,0.3562,6,상한도달,0.13
184,LG씨엔에스 사업보고서 (2024.12) 비유동금융부채 얼마야?,LG씨엔에스,periodic,"633,120",1,1,1,1,1.0,0.11,0.0769,0.0769,0.0,13,상한도달,0.129
185,LG씨엔에스의 사업보고서 (2024.12)에서 기타비유동부채 알려줘,LG씨엔에스,periodic,"383,471",1,1,1,1,1.0,0.095,0.0769,0.0769,0.0,13,상한도달,0.129
186,LG씨엔에스 식별가능한순자산공정가치이(가) 어떻게 돼?,LG씨엔에스,periodic,"5,359,771",1,1,1,1,1.0,0.08,0.1667,0.1667,0.3562,6,상한도달,0.134
187,LG씨엔에스 사업보고서 (2024.12) 지배주주지분 얼마야?,LG씨엔에스,periodic,"2,950,447",1,1,1,1,1.0,0.1,1.0,1.0,1.0,1,상한도달,0.129
188,LG씨엔에스의 사업보고서 (2024.12)에서 비지배주주지분 알려줘,LG씨엔에스,periodic,"2,409,324",1,1,1,1,1.0,0.105,0.3333,0.3333,0.5,3,상한도달,0.127
189,LG씨엔에스 총이전대가이(가) 어떻게 돼?,LG씨엔에스,periodic,"5,944,840",1,1,1,1,1.0,0.1,0.3333,0.3333,0.5,3,상한도달,0.117
190,LG씨엔에스 사업보고서 (2024.12) 영업권 얼마야?,LG씨엔에스,periodic,"2,994,393",1,1,1,1,1.0,0.145,0.1667,0.1667,0.3562,6,상한도달,0.125
191,LG씨엔에스의 사업보고서 (2024.12)에서 사업결합으로인한순현금유출 알려줘,LG씨엔에스,periodic,"3,605,313",1,1,1,1,1.0,0.115,0.3333,0.3333,0.5,3,상한도달,0.137
192,삼성중공업 하나은행외15이(가) 어떻게 돼?,삼성중공업,periodic,"2,658,230",1,1,1,0,1.0,0.065,0.04,0.04,0.0,25,근거만도달,0.13
193,삼성중공업 반기보고서 (2023.06) 하나은행외10 얼마야?,삼성중공업,periodic,"3,142,631",1,1,1,1,1.0,0.16,1.0,1.0,1.0,1,상한도달,0.13
194,삼성중공업의 반기보고서 (2023.06)에서 SC은행외2 알려줘,삼성중공업,periodic,"216,335",1,1,1,1,1.0,0.19,0.3333,0.3333,0.5,3,상한도달,0.121
195,삼성중공업 인증일자이(가) 어떻게 돼?,삼성중공업,periodic,2020.04.14,1,1,1,1,1.0,0.045,0.3333,0.3333,0.5,3,상한도달,0.119
196,디앤디파마텍 사업보고서 (2024.12) 기초 얼마야?,디앤디파마텍,periodic,"280,471",1,1,1,1,1.0,0.25,0.5,0.5,0.6309,2,상한도달,0.12
197,디앤디파마텍의 사업보고서 (2024.12)에서 만기일자 알려줘,디앤디파마텍,periodic,2026-04-18,1,1,1,1,1.0,0.215,0.25,0.25,0.4307,4,상한도달,0.125
199,디앤디파마텍 사업보고서 (2024.12) 보통주귀속당기순손익 얼마야?,디앤디파마텍,periodic,"3,933,804,446",1,1,1,1,1.0,0.185,1.0,1.0,1.0,1,상한도달,0.126
200,디앤디파마텍의 사업보고서 (2024.12)에서 기본주당손익계산을위한가중평균보통주식수 알려줘,디앤디파마텍,periodic,"8,910,840",1,1,1,1,1.0,0.1,0.5,0.5,0.6309,2,상한도달,0.137
201,디앤디파마텍 3차전환우선주이(가) 어떻게 돼?,디앤디파마텍,periodic,"388,089",1,1,1,1,1.0,0.15,0.3333,0.3333,0.5,3,상한도달,0.144
202,디앤디파마텍 사업보고서 (2024.12) 희석주당손익계산을위한가중평균유통보통주식수 얼마야?,디앤디파마텍,periodic,"9,380,578",1,1,1,1,1.0,0.02,1.0,1.0,1.0,1,상한도달,0.378
203,디앤디파마텍의 사업보고서 (2024.12)에서 보통주귀속당기순손실 알려줘,디앤디파마텍,periodic,"9,150,051,819",1,1,1,1,1.0,0.18,0.3333,0.3333,0.5,3,상한도달,0.251
205,SK하이닉스 분기보고서 (2024.03) 기말장부금액 얼마야?,SK하이닉스,periodic,"53,163,891",1,1,1,1,1.0,0.035,0.0435,0.0435,0.0,23,상한도달,0.133
206,삼성중공업의 사업보고서 (2023.12)에서 (법인세차감전)차감전순이익과순자산 알려줘,삼성중공업,periodic,"782,528",1,1,1,1,1.0,0.11,0.1667,0.1667,0.3562,6,상한도달,0.142
208,삼성중공업 사업보고서 (2023.12) 현금흐름위험회피손익 얼마야?,삼성중공업,periodic,"371,149",1,1,1,1,1.0,0.065,0.3333,0.3333,0.5,3,상한도달,0.132
209,삼성중공업의 사업보고서 (2023.12)에서 파생상품평가손익 알려줘,삼성중공업,periodic,"285,414",1,1,1,0,1.0,0.085,0.5,0.5,0.6309,2,근거만도달,0.127
210,삼성중공업 재공품이(가) 어떻게 돼?,삼성중공업,periodic,"3,329,515",1,1,1,1,1.0,0.065,0.0435,0.0435,0.0,23,상한도달,0.119
211,삼성중공업 사업보고서 (2023.12) 원재료 얼마야?,삼성중공업,periodic,"465,486,330",1,1,1,1,1.0,0.11,0.25,0.25,0.4307,4,상한도달,0.124
